date,time,entidad,compra,venta
2026-05-20,2026-05-20T13:44:12Z,Cambio Extranjero,58.9,
2026-05-20,2026-05-20T13:44:12Z,Asociación Romana,58.6,
2026-05-20,2026-05-20T13:44:12Z,Panora Exchange,58.75,59.4
2026-05-20,2026-05-20T13:44:12Z,Moneycorps,58.75,59.5
2026-05-20,2026-05-20T13:44:12Z,Taveras,58.8,59.5
2026-05-20,2026-05-20T13:44:12Z,RM,58.7,59.5
2026-05-20,2026-05-20T13:44:12Z,SCT,58.8,59.6
2026-05-20,2026-05-20T13:44:12Z,Gamelin,58.8,59.7
2026-05-20,2026-05-20T13:44:12Z,Asociación Cibao de Ahorros y Préstamos,57.5,60.5
2026-05-20,2026-05-20T13:44:12Z,Bonanza Banco,58.4,60.5
2026-05-20,2026-05-20T13:44:12Z,Banreservas,57.5,60.5
2026-05-20,2026-05-20T13:44:12Z,Motor Crédito,58.65,60.5
2026-05-20,2026-05-20T13:44:12Z,Banco BHD,57.1,60.6
2026-05-20,2026-05-20T13:44:12Z,Abonap,57.620000000000005,60.78
2026-05-20,2026-05-20T13:44:12Z,Banco Lafise,57.3,60.8
2026-05-20,2026-05-20T13:44:12Z,Asociación La Nacional de Ahorros y Préstamos,57.8,60.8
2026-05-20,2026-05-20T13:44:12Z,Banesco,57.8,60.8
2026-05-20,2026-05-20T13:44:12Z,Banco Caribe,58,60.8
2026-05-20,2026-05-20T13:44:12Z,Asociación Popular de Ahorros y Préstamos,57.5,60.8
2026-05-20,2026-05-20T13:44:12Z,Asociación Peravia de Ahorros y Préstamos,57.1,60.949999999999996
2026-05-20,2026-05-20T13:44:12Z,Banco Unión,58.5,61
