date,time,entidad,compra,venta
2026-08-28,2026-08-28T13:43:05Z,Cambio Extranjero,58.2,
2026-08-28,2026-08-28T13:43:05Z,Asociación Romana,57.6,
2026-08-28,2026-08-28T13:43:05Z,Taveras,58,58.6
2026-08-28,2026-08-28T13:43:05Z,Moneycorps,58.25,59
2026-08-28,2026-08-28T13:43:05Z,Gamelin,58.25,59
2026-08-28,2026-08-28T13:43:05Z,RM,58.5,59
2026-08-28,2026-08-28T13:43:05Z,Panora Exchange,58.349999999999994,59.1
2026-08-28,2026-08-28T13:43:05Z,SCT,58.5,59.2
2026-08-28,2026-08-28T13:43:05Z,Banco Unión,57.8,59.5
2026-08-28,2026-08-28T13:43:05Z,Asociación La Nacional de Ahorros y Préstamos,56.7,59.7
2026-08-28,2026-08-28T13:43:05Z,Banco BHD,56,59.8
2026-08-28,2026-08-28T13:43:05Z,Asociación Cibao de Ahorros y Préstamos,56.5,59.8
2026-08-28,2026-08-28T13:43:05Z,Bonanza Banco,57.8,59.8
2026-08-28,2026-08-28T13:43:05Z,Motor Crédito,57.9,59.8
2026-08-28,2026-08-28T13:43:05Z,Banreservas,56.4,59.9
2026-08-28,2026-08-28T13:43:05Z,Banesco,56.5,59.9
2026-08-28,2026-08-28T13:43:05Z,Asociación Peravia de Ahorros y Préstamos,56.2,59.9
2026-08-28,2026-08-28T13:43:05Z,Banco Lafise,56.6,60
